DATE,VALUE
1919-01-01,5.79
1919-02-01,5.67
1919-03-01,5.66
1919-04-01,5.72
1919-05-01,5.59
1919-06-01,5.7
1919-07-01,5.75
1919-08-01,5.75
1919-09-01,5.76
1919-10-01,5.76
1919-11-01,5.77
1919-12-01,5.86
1920-01-01,5.99
1920-02-01,6.15
1920-03-01,6.32
1920-04-01,6.68
1920-05-01,6.79
1920-06-01,6.98
1920-07-01,7.01
1920-08-01,7.01
1920-09-01,6.98
1920-10-01,7.0
1920-11-01,7.0
1920-12-01,6.97
1921-01-01,6.99
1921-02-01,6.95
1921-03-01,6.94
1921-04-01,6.99
1921-05-01,6.94
1921-06-01,6.97
1921-07-01,6.93
1921-08-01,6.59
1921-09-01,6.62
1921-10-01,6.65
1921-11-01,6.32
1921-12-01,6.19
1922-01-01,6.08
1922-02-01,5.89
1922-03-01,5.77
1922-04-01,5.46
1922-05-01,5.43
1922-06-01,5.43
1922-07-01,5.31
1922-08-01,5.27
1922-09-01,5.12
1922-10-01,5.2
1922-11-01,5.38
1922-12-01,5.44
1923-01-01,5.34
1923-02-01,5.38
1923-03-01,5.52
1923-04-01,5.49
1923-05-01,5.54
1923-06-01,5.45
1923-07-01,5.47
1923-08-01,5.64
1923-09-01,5.59
1923-10-01,5.57
1923-11-01,5.51
1923-12-01,5.48
1924-01-01,5.53
1924-02-01,5.38
1924-03-01,5.37
1924-04-01,5.31
1924-05-01,5.26
1924-06-01,5.12
1924-07-01,5.09
1924-08-01,4.8
1924-09-01,4.87
1924-10-01,4.87
1924-11-01,4.8
1924-12-01,4.87
1925-01-01,4.8
1925-02-01,4.79
1925-03-01,4.89
1925-04-01,4.92
1925-05-01,4.95
1925-06-01,4.95
1925-07-01,4.9
1925-08-01,4.98
1925-09-01,5.04
1925-10-01,5.16
1925-11-01,5.2
1925-12-01,5.17
1926-01-01,5.14
1926-02-01,5.11
1926-03-01,5.15
1926-04-01,5.17
1926-05-01,5.07
1926-06-01,4.87
1926-07-01,4.92
1926-08-01,4.91
1926-09-01,5.08
1926-10-01,5.15
1926-11-01,5.07
1926-12-01,5.09
1927-01-01,4.99
1927-02-01,4.98
1927-03-01,4.88
1927-04-01,4.9
1927-05-01,4.95
1927-06-01,4.93
1927-07-01,4.9
1927-08-01,4.87
1927-09-01,4.77
1927-10-01,4.79
1927-11-01,4.82
1927-12-01,4.76
1928-01-01,4.73
1928-02-01,4.76
1928-03-01,4.81
1928-04-01,4.91
1928-05-01,5.04
1928-06-01,5.36
1928-07-01,5.57
1928-08-01,5.59
1928-09-01,5.8
1928-10-01,5.8
1928-11-01,5.82
1928-12-01,5.91
1929-01-01,5.87
1929-02-01,5.86
1929-03-01,5.91
1929-04-01,6.0
1929-05-01,6.09
1929-06-01,6.02
1929-07-01,6.08
1929-08-01,6.11
1929-09-01,6.24
1929-10-01,6.25
1929-11-01,6.12
1929-12-01,5.94
1930-01-01,5.88
1930-02-01,5.66
1930-03-01,5.47
1930-04-01,5.22
1930-05-01,5.13
1930-06-01,5.06
1930-07-01,4.81
1930-08-01,4.79
1930-09-01,4.74
1930-10-01,4.75
1930-11-01,4.66
1930-12-01,4.68
1931-01-01,4.61
1931-02-01,4.63
1931-03-01,4.62
1931-04-01,4.57
1931-05-01,4.55
1931-06-01,4.49
1931-07-01,4.48
1931-08-01,4.47
1931-09-01,4.48
1931-10-01,4.62
1931-11-01,4.87
1931-12-01,4.91
1932-01-01,5.07
1932-02-01,5.13
1932-03-01,5.14
1932-04-01,5.1
1932-05-01,5.14
1932-06-01,5.13
1932-07-01,5.05
1932-08-01,5.12
1932-09-01,5.03
1932-10-01,4.96
1932-11-01,4.88
1932-12-01,4.88
1933-01-01,4.89
1933-02-01,4.84
1933-03-01,5.39
1933-04-01,5.09
1933-05-01,4.99
1933-06-01,4.97
1933-07-01,4.82
1933-08-01,4.68
1933-09-01,4.65
1933-10-01,4.51
1933-11-01,4.54
1933-12-01,4.59
1934-01-01,4.65
1934-02-01,4.49
1934-03-01,4.52
1934-04-01,4.52
1934-05-01,4.39
1934-06-01,4.3
1934-07-01,4.15
1934-08-01,4.12
1934-09-01,4.11
1934-10-01,4.13
1934-11-01,4.08
1934-12-01,3.98
1935-01-01,4.08
1935-02-01,4.02
1935-03-01,4.05
1935-04-01,3.99
1935-05-01,3.88
1935-06-01,3.78
1935-07-01,3.87
1935-08-01,3.79
1935-09-01,3.75
1935-10-01,3.75
1935-11-01,3.63
1935-12-01,3.67
1936-01-01,3.62
1936-02-01,3.63
1936-03-01,3.6
1936-04-01,3.47
1936-05-01,3.45
1936-06-01,3.51
1936-07-01,3.61
1936-08-01,3.47
1936-09-01,3.45
1936-10-01,3.5
1936-11-01,3.47
1936-12-01,3.46
1937-01-01,3.36
1937-02-01,3.43
1937-03-01,3.34
1937-04-01,3.36
1937-05-01,3.45
1937-06-01,3.32
1937-07-01,3.32
1937-08-01,3.29
1937-09-01,3.33
1937-10-01,3.37
1937-11-01,3.42
1937-12-01,3.36
1938-01-01,3.37
1938-02-01,3.29
1938-03-01,3.25
1938-04-01,3.26
1938-05-01,3.27
1938-06-01,3.38
1938-07-01,3.28
1938-08-01,3.26
1938-09-01,3.3
1938-10-01,3.37
1938-11-01,3.28
1938-12-01,3.47
1939-01-01,3.41
1939-02-01,3.33
