DATE,VALUE
1990-01-01,121.2
1990-02-01,121.3
1990-03-01,121.2
1990-04-01,119.7
1990-05-01,120.5
1990-06-01,125.3
1990-07-01,127.0
1990-08-01,130.2
1990-09-01,129.9
1990-10-01,127.0
1990-11-01,124.1
1990-12-01,124.0
1991-01-01,122.1
1991-02-01,121.3
1991-03-01,121.3
1991-04-01,122.0
1991-05-01,123.1
1991-06-01,127.5
1991-07-01,128.7
1991-08-01,131.5
1991-09-01,131.3
1991-10-01,129.4
1991-11-01,125.7
1991-12-01,126.3
1992-01-01,123.2
1992-02-01,123.3
1992-03-01,124.1
1992-04-01,124.3
1992-05-01,124.3
1992-06-01,128.8
1992-07-01,130.9
1992-08-01,134.4
1992-09-01,134.1
1992-10-01,132.0
1992-11-01,128.7
1992-12-01,128.6
1993-01-01,126.0
1993-02-01,126.2
1993-03-01,127.0
1993-04-01,128.3
1993-05-01,128.6
1993-06-01,130.7
1993-07-01,132.7
1993-08-01,134.8
1993-09-01,135.4
1993-10-01,132.8
1993-11-01,132.0
1993-12-01,131.5
1994-01-01,130.1
1994-02-01,130.2
1994-03-01,131.2
1994-04-01,130.6
1994-05-01,132.0
1994-06-01,135.2
1994-07-01,136.0
1994-08-01,138.8
1994-09-01,139.5
1994-10-01,135.7
1994-11-01,135.5
1994-12-01,135.4
1995-01-01,133.5
1995-02-01,133.9
1995-03-01,134.8
1995-04-01,135.1
1995-05-01,135.8
1995-06-01,138.6
1995-07-01,140.8
1995-08-01,143.5
1995-09-01,142.4
1995-10-01,138.3
1995-11-01,138.4
1995-12-01,137.7
1996-01-01,135.0
1996-02-01,135.6
1996-03-01,136.6
1996-04-01,135.9
1996-05-01,137.1
1996-06-01,139.3
1996-07-01,142.1
1996-08-01,145.1
1996-09-01,144.9
1996-10-01,141.9
1996-11-01,139.6
1996-12-01,139.9
1997-01-01,137.7
1997-02-01,138.4
1997-03-01,139.2
1997-04-01,139.5
1997-05-01,140.7
1997-06-01,143.3
1997-07-01,143.1
1997-08-01,145.8
1997-09-01,145.5
1997-10-01,142.8
1997-11-01,141.0
1997-12-01,140.4
1998-01-01,138.8
1998-02-01,139.2
1998-03-01,139.4
1998-04-01,139.8
1998-05-01,140.5
1998-06-01,144.3
1998-07-01,144.4
1998-08-01,146.0
1998-09-01,144.7
1998-10-01,141.1
1998-11-01,139.7
1998-12-01,140.0
1999-01-01,139.4
1999-02-01,139.2
1999-03-01,139.6
1999-04-01,139.7
1999-05-01,140.4
1999-06-01,143.1
1999-07-01,143.3
1999-08-01,145.5
1999-09-01,143.4
1999-10-01,141.3
1999-11-01,140.5
1999-12-01,140.8
2000-01-01,139.0
2000-02-01,138.9
2000-03-01,139.3
2000-04-01,140.0
2000-05-01,140.3
2000-06-01,142.7
2000-07-01,143.5
2000-08-01,145.1
2000-09-01,144.8
2000-10-01,140.3
2000-11-01,139.9
2000-12-01,139.5
2001-01-01,137.2
2001-02-01,136.3
2001-03-01,136.4
2001-04-01,135.4
2001-05-01,135.8
2001-06-01,136.5
2001-07-01,137.3
2001-08-01,138.7
2001-09-01,137.5
2001-10-01,134.1
2001-11-01,132.5
2001-12-01,131.7
2002-01-01,130.1
2002-02-01,129.7
2002-03-01,129.9
2002-04-01,129.6
2002-05-01,130.1
2002-06-01,131.9
2002-07-01,131.2
2002-08-01,132.7
2002-09-01,131.8
2002-10-01,129.4
2002-11-01,128.3
2002-12-01,127.8
2003-01-01,127.2
2003-02-01,126.9
2003-03-01,127.0
2003-04-01,126.1
2003-05-01,125.9
2003-06-01,127.8
2003-07-01,127.4
2003-08-01,128.7
2003-09-01,128.0
2003-10-01,126.9
2003-11-01,124.3
2003-12-01,124.2
2004-01-01,121.6
2004-02-01,121.0
2004-03-01,121.3
2004-04-01,121.5
2004-05-01,122.6
2004-06-01,125.1
2004-07-01,125.2
2004-08-01,126.3
2004-09-01,126.2
2004-10-01,126.0
2004-11-01,123.9
2004-12-01,124.1
2005-01-01,121.7
2005-02-01,121.3
2005-03-01,121.7
2005-04-01,121.5
2005-05-01,122.8
2005-06-01,124.8
2005-07-01,125.1
2005-08-01,126.5
2005-09-01,125.6
2005-10-01,124.3
2005-11-01,122.7
2005-12-01,122.0
2006-01-01,119.8
2006-02-01,119.1
2006-03-01,120.0
2006-04-01,119.3
2006-05-01,119.8
2006-06-01,123.3
2006-07-01,124.2
2006-08-01,125.0
2006-09-01,124.0
2006-10-01,123.0
2006-11-01,120.9
2006-12-01,120.5
2007-01-01,119.0
2007-02-01,118.8
2007-03-01,119.1
2007-04-01,119.8
2007-05-01,120.1
2007-06-01,123.8
2007-07-01,124.6
2007-08-01,125.2
2007-09-01,124.3
2007-10-01,123.3
2007-11-01,121.6
2007-12-01,121.6
2008-01-01,119.5
2008-02-01,119.4
2008-03-01,119.1
2008-04-01,119.2
2008-05-01,119.7
2008-06-01,121.5
2008-07-01,122.1
2008-08-01,123.2
2008-09-01,121.7
2008-10-01,121.0
2008-11-01,118.7
2008-12-01,117.5
2009-01-01,114.7
2009-02-01,112.7
2009-03-01,111.8
2009-04-01,110.4
2009-05-01,110.3
2009-06-01,111.5
2009-07-01,111.9
2009-08-01,112.8
2009-09-01,112.3
2009-10-01,111.5
2009-11-01,109.7
2009-12-01,108.4
2010-01-01,106.7
2010-02-01,106.2
2010-03-01,106.3
2010-04-01,107.1
2010-05-01,107.7
2010-06-01,109.9
2010-07-01,111.1
2010-08-01,112.8
2010-09-01,112.4
2010-10-01,111.9
2010-11-01,110.0
2010-12-01,109.9
2011-01-01,108.6
2011-02-01,108.3
2011-03-01,108.5
2011-04-01,109.1
2011-05-01,109.8
2011-06-01,111.4
2011-07-01,113.3
2011-08-01,114.6
2011-09-01,113.5
2011-10-01,113.1
2011-11-01,111.1
2011-12-01,111.1
2012-01-01,109.7
2012-02-01,109.1
2012-03-01,109.1
2012-04-01,109.5
2012-05-01,110.0
2012-06-01,112.9
2012-07-01,113.7
2012-08-01,114.3
2012-09-01,114.7
2012-10-01,113.6
2012-11-01,111.4
2012-12-01,111.4
2013-01-01,110.6
2013-02-01,110.5
2013-03-01,110.8
2013-04-01,110.5
2013-05-01,111.1
2013-06-01,112.9
2013-07-01,113.6
2013-08-01,114.6
2013-09-01,113.9
2013-10-01,113.6
2013-11-01,112.1
2013-12-01,111.8
2014-01-01,111.4
2014-02-01,111.3
2014-03-01,111.2
2014-04-01,111.5
2014-05-01,112.5
2014-06-01,114.7
2014-07-01,115.3
2014-08-01,116.7
2014-09-01,115.6
2014-10-01,115.2
2014-11-01,113.7
2014-12-01,113.9
2015-01-01,113.4
2015-02-01,113.4
2015-03-01,113.1
2015-04-01,113.3
2015-05-01,113.7
2015-06-01,115.5
2015-07-01,116.1
2015-08-01,117.4
2015-09-01,116.5
2015-10-01,116.1
2015-11-01,114.5
2015-12-01,114.6
2016-01-01,113.0
2016-02-01,113.0
2016-03-01,114.1
2016-04-01,114.3
