DATE,VALUE
1929-01-01,21.0
1929-02-01,20.3
1929-03-01,20.6
1929-04-01,20.6
1929-05-01,19.6
1929-06-01,19.7
1929-07-01,21.0
1929-08-01,20.8
1929-09-01,20.5
1929-10-01,20.6
1929-11-01,18.6
1929-12-01,18.9
1930-01-01,18.3
1930-02-01,18.0
1930-03-01,17.4
1930-04-01,18.2
1930-05-01,17.5
1930-06-01,16.7
1930-07-01,15.5
1930-08-01,15.6
1930-09-01,15.4
1930-10-01,15.0
1930-11-01,14.2
1930-12-01,13.8
1931-01-01,13.8
1931-02-01,13.8
1931-03-01,13.9
1931-04-01,14.5
1931-05-01,13.4
1931-06-01,12.7
1931-07-01,12.4
1931-08-01,11.3
1931-09-01,11.1
1931-10-01,11.3
1931-11-01,11.0
1931-12-01,10.7
1932-01-01,10.5
1932-02-01,10.3
1932-03-01,9.3
1932-04-01,9.1
1932-05-01,8.4
1932-06-01,7.4
1932-07-01,7.2
1932-08-01,7.2
1932-09-01,7.3
1932-10-01,6.8
1932-11-01,6.6
1932-12-01,6.2
1933-01-01,6.5
1933-02-01,5.8
1933-03-01,5.4
1933-04-01,6.6
1933-05-01,8.4
1933-06-01,9.1
1933-07-01,10.1
1933-08-01,8.0
1933-09-01,7.7
1933-10-01,7.6
1933-11-01,7.6
1933-12-01,8.0
1934-01-01,8.1
1934-02-01,8.3
1934-03-01,8.4
1934-04-01,8.6
1934-05-01,8.6
1934-06-01,9.0
1934-07-01,9.5
1934-08-01,9.1
1934-09-01,8.8
1934-10-01,8.7
1934-11-01,8.6
1934-12-01,8.7
1935-01-01,9.1
1935-02-01,9.8
1935-03-01,10.7
1935-04-01,12.3
1935-05-01,12.5
1935-06-01,12.5
1935-07-01,12.5
1935-08-01,12.9
1935-09-01,13.0
1935-10-01,13.1
1935-11-01,13.1
1935-12-01,13.0
1936-01-01,12.6
1936-02-01,12.0
1936-03-01,11.7
1936-04-01,11.6
1936-05-01,11.4
1936-06-01,11.9
1936-07-01,12.5
1936-08-01,12.4
1936-09-01,12.3
1936-10-01,12.4
1936-11-01,13.0
1936-12-01,13.3
1937-01-01,13.3
1937-02-01,13.7
1937-03-01,14.7
1937-04-01,14.7
1937-05-01,14.9
1937-06-01,15.9
1937-07-01,15.6
1937-08-01,15.9
1937-09-01,15.4
1937-10-01,14.8
1937-11-01,14.4
1937-12-01,13.9
1938-01-01,14.2
1938-02-01,14.0
1938-03-01,13.8
1938-04-01,13.3
1938-05-01,13.1
1938-06-01,13.4
1938-07-01,13.6
1938-08-01,13.7
1938-09-01,13.7
1938-10-01,13.9
1938-11-01,13.9
1938-12-01,13.7
1939-01-01,14.3
1939-02-01,14.2
1939-03-01,14.3
1939-04-01,13.9
1939-05-01,14.1
1939-06-01,13.7
1939-07-01,13.7
1939-08-01,14.0
1939-09-01,14.8
1939-10-01,14.8
1939-11-01,15.2
1939-12-01,15.1
1940-01-01,15.0
1940-02-01,15.4
1940-03-01,15.2
1940-04-01,15.4
1940-05-01,15.3
1940-06-01,15.3
1940-07-01,15.4
1940-08-01,15.8
1940-09-01,16.1
1940-10-01,17.1
1940-11-01,17.1
1940-12-01,17.6
1941-01-01,18.2
1941-02-01,18.7
1941-03-01,19.0
1941-04-01,19.4
1941-05-01,20.2
1941-06-01,21.0
1941-07-01,21.3
1941-08-01,22.2
1941-09-01,22.2
1941-10-01,22.0
1941-11-01,22.5
1941-12-01,23.6
1942-01-01,24.4
1942-02-01,24.6
1942-03-01,25.0
1942-04-01,26.7
1942-05-01,27.1
1942-06-01,27.9
1942-07-01,28.8
1942-08-01,30.0
1942-09-01,30.9
1942-10-01,31.5
1942-11-01,32.0
1942-12-01,32.5
1943-01-01,32.0
1943-02-01,33.3
1943-03-01,33.5
1943-04-01,33.2
1943-05-01,33.5
1943-06-01,33.0
1943-07-01,33.0
1943-08-01,34.1
1943-09-01,32.8
1943-10-01,33.1
1943-11-01,33.8
1943-12-01,33.9
1944-01-01,34.7
1944-02-01,35.4
1944-03-01,35.4
1944-04-01,35.6
1944-05-01,35.6
1944-06-01,35.7
1944-07-01,34.4
1944-08-01,34.3
1944-09-01,33.9
1944-10-01,34.8
1944-11-01,35.4
1944-12-01,34.6
1945-01-01,36.9
1945-02-01,37.0
1945-03-01,36.2
1945-04-01,35.6
1945-05-01,37.0
1945-06-01,37.0
1945-07-01,36.9
1945-08-01,36.7
1945-09-01,34.1
1945-10-01,36.3
1945-11-01,37.4
1945-12-01,36.5
1946-01-01,38.7
1946-02-01,41.1
1946-03-01,40.1
1946-04-01,41.2
1946-05-01,41.7
1946-06-01,42.7
1946-07-01,47.0
1946-08-01,46.1
1946-09-01,40.9
1946-10-01,44.9
1946-11-01,44.7
1946-12-01,44.2
